provider,page,wave_type_label,query_group_label,query
tavily,1,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
tavily,1,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
tavily,1,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
tavily,1,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
tavily,1,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
tavily,1,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
tavily,1,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
tavily,1,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,1,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,1,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,1,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,1,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,1,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,1,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,1,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,1,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,1,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,1,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,2,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,2,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,2,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,2,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,2,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,2,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,2,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,2,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,2,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,2,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,3,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,3,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,3,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,3,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,3,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,3,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,3,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,3,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,3,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,3,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,4,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,4,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,4,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,4,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,4,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,4,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,4,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,4,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,4,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,4,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,5,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
